opportunity_id,demand_id,demand_name,intent,recipient,profession,interest,pet,occasion,holiday,best_rank,p25_rank,median_rank,keyword_count,active_months,trend,demand_strength_score,rank_quality_score,trend_score,active_month_score,evidence_score,competition_score,product_gap_score,internal_gap_score,opportunity_score,priority,evidence_keywords,recommendation_note
OP000295,CD000317,Dad Birthday,birthday,dad,,,,birthday,,499655,752151.0,817391.0,13,4,declining,33.91,15.54,30.0,100.0,4.8,0.0,0.0,0.0,36.65,Watchlist,funny dad birthday card | funny dad birthday card | funny birthday card for dad | dad birthday card funny | funny birthday cards for dad | funny dad birthday card | funny birthday card for dad | funny birthday card for dad,Seasonal opportunity; validate timing before research.
OP000296,CD000280,Dad Fishing Gift,gift,dad,,fishing,,,,347109,803206.0,926826.0,7,2,growing,24.95,17.97,100.0,50.0,3.78,0.0,0.0,0.0,36.45,Watchlist,fishing gift for dad | dad fishing gift | fishing gift for dad | gift for dad fishing | fishing gift dad | fishing dad gift | gift for fishing dad,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000297,CD000295,Yoga Matching,matching,,,yoga,,,,411473,938394.0,1048334.0,9,4,declining,33.65,15.21,30.0,100.0,4.19,0.0,0.0,0.0,36.42,Watchlist,alo yoga matching set | crz yoga matching set | crz yoga matching set | matching yoga sets for women | crz yoga matching set | alo yoga matching set | crz yoga matching set | matching yoga sets for women,Demand has rank signal but is declining; validate before prioritizing.
OP000298,CD000335,Truck Driver Apparel,apparel,,truck driver,,,,,547740,721845.5,890206.0,7,4,declining,33.26,14.65,30.0,100.0,3.78,0.0,0.0,0.0,36.11,Watchlist,christian trucker hat | jesus trucker hat | christian trucker hat | jesus trucker hat | christian trucker hat | christian trucker hat | jesus trucker hat,Demand has rank signal but is declining; validate before prioritizing.
OP000299,CD000314,Girl Decor,decor,girl,,,,,,495011,786090.25,1135032.0,14,4,declining,33.02,14.23,30.0,100.0,4.92,0.0,0.0,0.0,36.05,Watchlist,vintage nursery decor girl | vintage nursery decor girl | vintage nursery decor girl | vintage nursery decor girl | vintage girl nursery decor | vintage baby girl nursery decor | vintage girl nursery decor | vintage girls room decor,Demand has rank signal but is declining; validate before prioritizing.
OP000300,CD000287,Dog Funny Gift,gift,dog,,,dog,,,387409,731809.5,1076210.0,3,2,growing,24.27,16.97,100.0,50.0,2.52,0.0,0.0,0.0,35.85,Watchlist,funny dog gift | funny hot dog gift | funny dog gift,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000301,CD000293,Pickleball Funny Gift,gift,,,pickleball,,,,408554,744113.0,924684.0,4,2,growing,24.18,16.95,100.0,50.0,2.93,0.0,0.0,0.0,35.85,Watchlist,funny pickleball gift | funny pickleball gift | pickleball funny gift | pickleball gag gift,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000302,CD000395,Personalized Chef,personalized,,chef,,,,,1006881,1209130.75,1259796.5,6,3,growing,20.46,5.29,100.0,75.0,3.54,0.0,0.0,0.0,35.85,Watchlist,custom chef coat | custom chef coat | custom chef apron | custom chef coat | custom chef hat | custom cook book,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000303,CD000320,Truck Driver Apparel,apparel,,truck driver,,,,,503393,841091.0,982887.0,5,4,declining,32.91,14.23,30.0,100.0,3.26,0.0,0.0,0.0,35.84,Watchlist,american flag trucker hat | usa trucker hat | american flag trucker hat | american flag trucker hat | american flag trucker hat,Demand has rank signal but is declining; validate before prioritizing.
OP000304,CD000345,Girl Apparel,apparel,girl,,,,,,601791,753607.0,889339.0,11,4,declining,32.43,13.59,30.0,100.0,4.52,0.0,0.0,0.0,35.64,Watchlist,just a girl who loves jesus hat | christian shirt for girls | christian shirt for girls | christian shirt for girls | just a girl who loves jesus hat | girls christian shirt | christian shirt for girls | girls christian shirt,Demand has rank signal but is declining; validate before prioritizing.
OP000305,CD000322,Christmas Camping,christmas,,,camping,,christmas,christmas,508569,684036.75,822880.0,10,2,growing,23.31,15.87,100.0,50.0,4.36,0.0,0.0,0.0,35.43,Watchlist,camping ornament for christmas tree | camping ornament for christmas tree | camping christmas ornament | camper christmas ornament | camper christmas ornament | camping christmas ornament | camping christmas ornament | camper ornament for christmas tree,Seasonal opportunity; validate timing before research.
OP000306,CD000358,Dog Graduation,graduation,dog,,,dog,graduation,,680558,728567.0,796824.5,8,4,declining,31.98,13.07,30.0,100.0,3.99,0.0,0.0,0.0,35.31,Watchlist,dog graduation cap and gown | dog graduation cap | dog graduation cap | dog graduation cap and gown | dog graduation cap | dog graduation cap and gown | dog graduation cap and gown | dog graduation cap,Seasonal opportunity; validate timing before research.
OP000307,CD000290,Christmas Coffee Gift,gift,,,coffee,,christmas,christmas,391910,996611.0,1033887.0,8,2,growing,22.86,15.37,100.0,50.0,3.99,0.0,0.0,0.0,35.12,Watchlist,coffee christmas gift set | coffee christmas gift | christmas coffee gift set | coffee holiday gift baskets | coffee christmas gift set | christmas coffee gift | coffee christmas gift | coffee gift basket christmas,Seasonal opportunity; validate timing before research.
OP000308,CD000339,Christmas Dad Gift,gift,dad,,,,christmas,christmas,569697,575039.25,960755.5,4,2,growing,22.99,15.24,100.0,50.0,2.93,0.0,0.0,0.0,35.04,Watchlist,funny dad christmas gift | funny christmas gift for dad | funny dad christmas gift | dad christmas gift funny,Seasonal opportunity; validate timing before research.
OP000309,CD000351,Personalized Teacher,personalized,,teacher,,,,,656663,775942.0,962461.0,9,4,declining,31.5,12.38,30.0,100.0,4.19,0.0,0.0,0.0,34.99,Watchlist,personalized teacher stamp | personalized teacher stamp | personalized teacher ornament | personalized teacher stamp | personalized teacher notepad | teacher ornament personalized | personalized teacher stamp | personalized teacher ornament,Demand has rank signal but is declining; validate before prioritizing.
OP000310,CD000315,Husband Gaming Gift,gift,husband,,gaming,,,,495446,673752.0,1131651.0,5,2,growing,22.83,15.05,100.0,50.0,3.26,0.0,0.0,0.0,34.97,Watchlist,gift for gamer husband | gift for gamer husband | gift for gamer husband | gift for gamer husband | gamer husband gift,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000311,CD000350,Boy Appreciation,appreciation,boy,,,,appreciation,,645652,771121.0,1039053.0,9,4,declining,31.48,12.29,30.0,100.0,4.19,0.0,0.0,0.0,34.97,Watchlist,baby boy thank you cards | baby boy thank you cards | baby shower thank you cards boy | thank you cards baby shower boy | baby boy thank you cards | baby shower thank you cards boy | thanks giving baby boy outfits | thank you cards baby shower boy,Demand has rank signal but is declining; validate before prioritizing.
OP000312,CD000325,Personalized Mom,personalized,mom,,,,,,512922,797526.0,885119.0,17,2,growing,22.4,14.72,100.0,50.0,5.26,0.0,0.0,0.0,34.93,Watchlist,custom blanket for mom | personalized necklace for mom | custom mama sweatshirt | custom mom sweatshirt | personalized mama sweatshirt | custom mama sweatshirt | custom necklace for mom | personalized mom photo book,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000313,CD000316,Dad Faith Gift,gift,dad,,,,,,495446,708230.0,1075274.0,4,2,growing,22.73,14.97,100.0,50.0,2.93,0.0,0.0,0.0,34.88,Watchlist,christian gift for dad | christian dad gift | christian gift for dad | religious gift for dad,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000314,CD000359,Mom Birthday,birthday,mom,,,,birthday,,680989,866273.25,937671.0,12,4,declining,30.8,11.57,30.0,100.0,4.66,0.0,0.0,0.0,34.6,Watchlist,funny birthday card for mom | mom birthday card funny | funny mom birthday card | funny birthday card for mom | birthday card for mom funny | mom birthday card funny | funny birthday card for mom | mom birthday card funny,Seasonal opportunity; validate timing before research.
OP000315,CD000371,Girl Decor,decor,girl,,,,,,758487,786600.5,811199.0,7,4,declining,30.84,11.64,30.0,100.0,3.78,0.0,0.0,0.0,34.54,Watchlist,boho girls room decor | boho nursery decor for girl | boho girls room decor | boho nursery decor for girl | boho girls room decor | boho girls room decor | boho nursery decor for girl,Demand has rank signal but is declining; validate before prioritizing.
OP000316,CD000344,Christmas Soccer Gift,gift,,,soccer,,christmas,christmas,593443,698350.0,918946.0,4,2,growing,21.92,14.0,100.0,50.0,2.93,0.0,0.0,0.0,34.36,Watchlist,soccer christmas gift | soccer christmas gift | football christmas gift | football christmas gift,Seasonal opportunity; validate timing before research.
OP000317,CD000319,Son Funny Gift,gift,son,,,,,,500098,827930.5,1155763.0,3,2,growing,21.79,13.8,100.0,50.0,2.52,0.0,0.0,0.0,34.23,Watchlist,funny son in law gift | funny gift for son | funny son in law gift,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000318,CD000333,Christmas Cat Gift,gift,cat,,,cat,christmas,christmas,545005,887198.0,980240.0,5,2,growing,21.25,13.26,100.0,50.0,3.26,0.0,0.0,0.0,33.98,Watchlist,christmas gift for cat lovers | christmas gift for cat lovers | cat lover christmas gift | christmas gift for cat lovers | christmas gift for cat lovers women,Seasonal opportunity; validate timing before research.
OP000319,CD000340,Boy Apparel,apparel,boy,,,,,,581271,755233.5,1178506.0,7,2,growing,21.11,12.89,100.0,50.0,3.78,0.0,0.0,0.0,33.9,Watchlist,funny shirt for boys | funny shirt for teen boys | funny shirt for boys | funny shirt for teen boys | funny shirt for teen boys | funny boys shirt | funny teen boy shirt,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000320,CD000323,Hunting Funny Gift,gift,,,hunting,,,,508569,886925.0,1265281.0,3,2,growing,21.14,12.97,100.0,50.0,2.52,0.0,0.0,0.0,33.8,Watchlist,funny hunting gift | funny hunting gift | funny hunting gift for men,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000321,CD000374,Firefighter Decor,decor,,firefighter,,,,,773323,1006595.75,1031401.5,6,4,declining,29.02,9.31,30.0,100.0,3.54,0.0,0.0,0.0,33.32,Watchlist,firefighter party decorations | firefighter decor | firefighter party decorations | firefighter decor | firefighter decor | firefighter party decorations,Demand has rank signal but is declining; validate before prioritizing.
OP000322,CD000332,Dad Hunting Gift,gift,dad,,hunting,,,,543428,1066896.0,1135376.0,5,2,growing,20.09,11.78,100.0,50.0,3.26,0.0,0.0,0.0,33.22,Watchlist,hunting gift for dad | gift for dad hunting | hunting gift for dad | dad hunting gift | hunting dad gift,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000323,CD000360,Girl Cowgirl Gift,gift,girl,,,,,,683834,814777.25,1020488.0,4,2,growing,19.98,11.56,100.0,50.0,2.93,0.0,0.0,0.0,33.1,Watchlist,western girl gift | cowgirl gift for girls | cowgirl gift for girls | western girl gift,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000324,CD000363,Girl Funny Gift,gift,girl,,,,,,700872,824134.0,950195.0,5,2,growing,19.92,11.53,100.0,50.0,3.26,0.0,0.0,0.0,33.1,Watchlist,funny gift for teen girls | funny gift for girls | funny girl gift | funny gift for teen girls | big girl panties funny gag gift,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000325,CD000381,Husband Sympathy,sympathy,husband,,,,,,836136,979495.0,1010570.0,5,4,declining,28.67,8.84,30.0,100.0,3.26,0.0,0.0,0.0,33.06,Watchlist,sympathy card loss of husband | sympathy card for loss of husband | sympathy card loss of husband | sympathy card loss of husband | sympathy card loss of husband,Demand has rank signal but is declining; validate before prioritizing.
OP000326,CD000356,Electrician Apparel,apparel,,electrician,,,,,680096,816716.75,1169684.5,6,2,growing,19.7,11.11,100.0,50.0,3.54,0.0,0.0,0.0,32.96,Watchlist,electrician shirt | electrician shirt for men | electrician shirt for men | electrician shirt | lineman shirt for men | lineman shirt,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000327,CD000366,Mother's Day Mom Gift,gift,mom,,,,mother's day,mother's day,728539,816533.5,904528.0,3,2,growing,19.81,11.41,100.0,50.0,2.52,0.0,0.0,0.0,32.96,Watchlist,mothers day gift for mom | mother day gift | mothers day gift for mom,Seasonal opportunity; validate timing before research.
OP000328,CD000250,Thanksgiving Teacher Gift,gift,,teacher,,,thanksgiving,thanksgiving,245731,256360.0,272987.5,4,1,stable,29.93,31.42,70.0,25.0,2.93,0.0,0.0,0.0,32.8,Watchlist,thanksgiving teacher gift | thanksgiving gift for teacher | thanksgiving teacher gift | teacher thanksgiving gift,Seasonal opportunity; validate timing before research.
OP000329,CD000376,Christmas Cat,christmas,cat,,,cat,christmas,christmas,782340,861630.5,940921.0,3,2,growing,18.98,10.36,100.0,50.0,2.52,0.0,0.0,0.0,32.42,Watchlist,pete the cat 12 groovy days of christmas | pete the cat 12 groovy days of christmas | pete the cat a very groovy christmas,Seasonal opportunity; validate timing before research.
OP000330,CD000361,Cat Matching,matching,cat,,,cat,,,686420,985714.0,1265281.0,7,2,growing,18.59,9.75,100.0,50.0,3.78,0.0,0.0,0.0,32.26,Watchlist,matching cat and owner clothes | cat matching game | matching cat and owner clothes | matching jelly cats | cat and owner matching | matching jelly cats | cat and owner matching pajamas,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000331,CD000227,Dog Decor,decor,dog,,,dog,halloween,halloween,198443,338577.5,604434.0,15,2,declining,33.74,29.02,30.0,50.0,5.04,0.0,0.0,0.0,31.8,Watchlist,dog halloween decor | halloween dog decor | halloween dog decor | dog halloween decor | dog halloween decorations | dog halloween decorations | skeleton dog halloween decoration | halloween dog decorations,Seasonal opportunity; validate timing before research.
OP000332,CD000380,Coffee Retirement,retirement,,,coffee,,,,835276,942150.0,1049024.0,3,2,growing,17.87,8.92,100.0,50.0,2.52,0.0,0.0,0.0,31.68,Watchlist,retirement coffee mug | retirement coffee mug for women | retirement coffee mug,Seasonal opportunity; validate timing before research.
OP000333,CD000299,Dad Soccer Apparel,apparel,dad,,soccer,,,,429846,656343.75,844090.0,4,3,declining,30.06,17.48,30.0,75.0,2.93,0.0,0.0,0.0,31.56,Watchlist,soccer dad shirt | football dad shirt | soccer dad shirt | soccer dad shirt,Demand has rank signal but is declining; validate before prioritizing.
OP000334,CD000248,Gardening Decor,decor,,,gardening,,halloween,halloween,240392,350299.25,657861.0,4,2,declining,32.06,26.84,30.0,50.0,2.93,0.0,0.0,0.0,30.49,Watchlist,halloween garden decor | halloween garden decor | garden halloween decorations | halloween garden decorations,Seasonal opportunity; validate timing before research.
OP000335,CD000393,Personalized Reading,personalized,,,reading,,,,981755,1062336.0,1142917.0,3,2,growing,16.02,6.55,100.0,50.0,2.52,0.0,0.0,0.0,30.47,Watchlist,personalized reading blanket | personalized reading pillow | personalized reading pillow,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000336,CD000267,Truck Driver Appreciation,appreciation,,truck driver,,,appreciation,,306866,360273.5,413681.0,2,1,stable,25.88,26.17,70.0,25.0,2.0,0.0,0.0,0.0,30.04,Watchlist,truck driver appreciation week gift | truck driver appreciation gift,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000337,CD000338,Gardening Appreciation,appreciation,,,,,appreciation,,566707,785150.0,941099.5,6,3,declining,27.08,13.7,30.0,75.0,3.54,0.0,0.0,0.0,29.68,Watchlist,football thank you cards | football thank you cards | football thank you cards | give thanks garden flag | soccer thank you cards | soccer coach thank you card,Demand has rank signal but is declining; validate before prioritizing.
OP000338,CD000355,Teacher Apparel,apparel,,teacher,,,christmas,,677515,693121.75,773906.0,4,2,stable,21.42,13.48,70.0,50.0,2.93,0.0,0.0,0.0,29.56,Watchlist,teacher holiday shirt | teacher holiday shirt | holiday teacher shirt | holiday teacher shirt,Seasonal opportunity; validate timing before research.
OP000339,CD000268,Personalized Police Officer,personalized,,police officer,,,,,308855,412510.25,750280.0,4,1,stable,23.86,23.29,70.0,25.0,2.93,0.0,0.0,0.0,28.75,Watchlist,cop custom for women | police custom for women | police custom men | police custom kids boys,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000340,CD000368,Husband Matching,matching,husband,,,,christmas,christmas,734341,759888.25,904390.0,4,2,stable,20.09,11.72,70.0,50.0,2.93,0.0,0.0,0.0,28.67,Watchlist,husband and wife matching christmas pajamas | husband and wife matching christmas pajamas | husband and wife christmas pajamas matching sets | husband and wife christmas pajamas matching sets,Seasonal opportunity; validate timing before research.
OP000341,CD000349,Grandma Wedding,wedding,grandma,,,,wedding,,638126,989821.0,1088964.0,5,3,declining,24.86,10.91,30.0,75.0,3.26,0.0,0.0,0.0,28.2,Watchlist,grandmother dresses for wedding | grandma dresses for wedding | grandmother dresses for wedding | grandma dresses for a wedding | grandma dresses for wedding,Seasonal opportunity; validate timing before research.
OP000342,CD000318,Girl Apparel,apparel,girl,,,,christmas,,500098,583480.75,785632.5,4,1,emerging,18.83,17.02,85.0,25.0,2.93,0.0,0.0,0.0,27.73,Watchlist,girls holiday shirt | holiday shirt for girls | girls holiday sweatshirt | girls holiday shirt,Seasonal opportunity; validate timing before research.
OP000343,CD000270,Coffee Decor,decor,,,coffee,,halloween,halloween,311538,596470.5,706650.0,6,2,declining,27.67,21.47,30.0,50.0,3.54,0.0,0.0,0.0,27.72,Watchlist,halloween coffee bar decor | halloween coffee table decor | halloween coffee decor | halloween coffee bar decor | halloween coffee table decor | halloween coffee sign,Seasonal opportunity; validate timing before research.
OP000344,CD000273,Personalized Boy,personalized,boy,,,,halloween,halloween,324137,599189.0,686531.0,9,1,stable,22.01,21.2,70.0,25.0,4.19,0.0,0.0,0.0,27.71,Watchlist,boys custom halloween | boy custom halloween | halloween custom for boys | halloween custom for toddler boys | baby boy custom halloween | toddler custom halloween boy | halloween custom for baby boy | toddler boy custom halloween,Seasonal opportunity; validate timing before research.
OP000345,CD000378,Pickleball Birthday,birthday,,,pickleball,,birthday,,811800,855468.0,1002550.5,4,3,declining,24.05,9.84,30.0,75.0,2.93,0.0,0.0,0.0,27.63,Watchlist,pickleball birthday card | pickleball birthday decorations | pickleball birthday card | pickleball birthday card,Seasonal opportunity; validate timing before research.
OP000346,CD000291,Christmas Gaming,christmas,,,gaming,,christmas,christmas,394725,502627.5,602158.0,15,2,declining,27.21,20.85,30.0,50.0,5.04,0.0,0.0,0.0,27.56,Watchlist,gamer christmas ornament | gamer christmas ornament | gaming ornament for christmas tree | gamer ornament for christmas tree | gamer ornament for christmas tree | gaming christmas ornament | gaming ornament for christmas tree | gaming christmas wrapping paper,Seasonal opportunity; validate timing before research.
OP000347,CD000383,Girl Apparel,apparel,girl,,,,,,840867,903658.0,993402.0,5,2,stable,18.15,9.27,70.0,50.0,3.26,0.0,0.0,0.0,27.44,Watchlist,funny shirt for girls | funny shirt for girls | funny shirt for teen girls | funny shirt for teen girls | funny girl shirt,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000348,CD000337,Mom Gardening Gift,gift,mom,,gardening,,,,560957,611894.0,662831.0,3,1,emerging,18.22,16.36,85.0,25.0,2.52,0.0,0.0,0.0,27.31,Watchlist,gardening gift for mom | mom gardening gift | garden gift for mom,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000349,CD000382,Wife Birthday,birthday,wife,,,,birthday,,838602,951729.0,1032422.5,8,3,declining,23.29,8.89,30.0,75.0,3.99,0.0,0.0,0.0,27.24,Watchlist,funny birthday card for wife | funny birthday cards for wife | birthday card for wife funny | funny birthday card for wife | funny birthday cards for wife | funny birthday card for wife | birthday card for wife funny | birthday card for wife funny,Seasonal opportunity; validate timing before research.
OP000350,CD000386,Dog Appreciation,appreciation,dog,,,dog,appreciation,,886586,910270.25,955783.5,4,3,declining,23.27,8.9,30.0,75.0,2.93,0.0,0.0,0.0,27.13,Watchlist,dog thank you cards | dog thank you cards | dog sitter thank you gift | dog thank you cards,Demand has rank signal but is declining; validate before prioritizing.
OP000351,CD000285,Teacher Apparel,apparel,,teacher,,,thanksgiving,,367569,550429.25,733289.5,2,1,stable,21.38,20.3,70.0,25.0,2.0,0.0,0.0,0.0,27.06,Watchlist,thankful teacher shirt | one thankful teacher shirt,Seasonal opportunity; validate timing before research.
OP000352,CD000390,Boy Hunting Decor,decor,boy,,hunting,,,,917650,923647.0,959407.5,4,2,stable,17.52,8.51,70.0,50.0,2.93,0.0,0.0,0.0,27.0,Watchlist,hunting decor for boys room | hunting decor for boys room | hunting room decor for boys | hunting room decor for boys,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000353,CD000301,Wedding Daughter Gift,gift,daughter,,,,wedding,,439625,500644.0,561663.0,3,2,declining,26.64,20.16,30.0,50.0,2.52,0.0,0.0,0.0,26.94,Watchlist,daughter in law wedding gift | daughter in law wedding gift | gift for daughter on wedding day,Seasonal opportunity; validate timing before research.
OP000354,CD000342,Grandma Gardening Gift,gift,grandma,,gardening,,,,587786,635204.0,682622.0,3,1,emerging,17.65,15.64,85.0,25.0,2.52,0.0,0.0,0.0,26.94,Watchlist,grandma garden gift | gardening gift for grandma | garden gift for grandma,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000355,CD000308,Christmas Gardening,christmas,,,gardening,,christmas,christmas,464050,535875.25,607700.5,2,1,stable,20.33,19.05,70.0,25.0,2.0,0.0,0.0,0.0,26.39,Watchlist,funny christmas garden flag | christmas garden flag funny,Seasonal opportunity; validate timing before research.
OP000356,CD000346,Christmas Wife,christmas,wife,,,,christmas,christmas,611275,701419.0,805179.0,4,1,emerging,16.54,14.18,85.0,25.0,2.93,0.0,0.0,0.0,26.24,Watchlist,christmas card for wife funny | funny christmas card for wife | christmas card wife funny | funny christmas cards for wife,Seasonal opportunity; validate timing before research.
OP000357,CD000283,Soccer Apparel,apparel,,,soccer,,,,358970,669232.5,979495.0,3,2,declining,25.42,18.45,30.0,50.0,2.52,0.0,0.0,0.0,26.11,Watchlist,vintage football sweatshirt | vintage football shirt | vintage football sweatshirt,Demand has rank signal but is declining; validate before prioritizing.
OP000358,CD000307,Mom Apparel,apparel,mom,,,,thanksgiving,,463318,565891.0,668464.0,2,1,stable,19.87,18.43,70.0,25.0,2.0,0.0,0.0,0.0,26.08,Watchlist,thankful mama shirt | thankful mama sweatshirt,Seasonal opportunity; validate timing before research.
OP000359,CD000328,Grandma Faith Gift,gift,grandma,,,,,,523215,801254.0,1079293.0,3,1,emerging,16.33,13.82,85.0,25.0,2.52,0.0,0.0,0.0,26.05,Watchlist,christian gift for grandma | religious gift for grandma | christian grandma gift,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000360,CD000313,Nurse Matching,matching,,nurse,,,,,487386,576389.25,665392.5,2,1,stable,19.44,17.9,70.0,25.0,2.0,0.0,0.0,0.0,25.81,Watchlist,doctor and nurse costumes for couples | nurse and patient couples costume,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000361,CD000278,Christmas Chef,christmas,,chef,,,christmas,christmas,342904,816893.0,996065.0,5,2,declining,24.79,17.74,30.0,50.0,3.26,0.0,0.0,0.0,25.79,Watchlist,christmas cook book | christmas cook book | chef christmas ornament | chef christmas ornament | christmas chef hat,Seasonal opportunity; validate timing before research.
OP000362,CD000321,Daughter Anniversary,anniversary,daughter,,,,anniversary,,506961,589154.25,623435.5,4,2,declining,24.66,17.67,30.0,50.0,2.93,0.0,0.0,0.0,25.69,Watchlist,anniversary card for daughter and son in law | anniversary card for son and daughter in law | anniversary card for daughter and son in law | anniversary card for son and daughter in law,Seasonal opportunity; validate timing before research.
OP000363,CD000324,Christmas Police Officer,christmas,,police officer,,,christmas,christmas,511334,596699.75,641640.5,8,2,declining,24.49,17.43,30.0,50.0,3.99,0.0,0.0,0.0,25.68,Watchlist,police christmas ornament | police ornament for christmas tree | police ornament for christmas tree | police christmas ornament | christmas village police station | christmas village police station | police christmas decorations | police officer christmas ornament,Seasonal opportunity; validate timing before research.
OP000364,CD000341,Police Officer Funny Gift,gift,,police officer,,,,,582190,801666.75,1021143.5,2,1,emerging,15.72,13.06,85.0,25.0,2.0,0.0,0.0,0.0,25.6,Watchlist,funny cop gift | funny police gift,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000365,CD000362,Christmas Husband,christmas,husband,,,,christmas,christmas,696879,736087.5,771616.0,4,1,emerging,15.52,12.92,85.0,25.0,2.93,0.0,0.0,0.0,25.59,Watchlist,christmas card husband funny | funny christmas card for husband | christmas card for husband funny | husband christmas card funny,Seasonal opportunity; validate timing before research.
OP000366,CD000294,Gardening Birthday,birthday,,,gardening,,birthday,,409553,722119.75,918308.0,6,2,declining,24.31,17.11,30.0,50.0,3.54,0.0,0.0,0.0,25.5,Watchlist,grow a garden roblox birthday decorations | happy birthday garden flag | grow a garden roblox birthday decorations | garden birthday party decorations | birthday garden flag | happy birthday garden flag,Seasonal opportunity; validate timing before research.
OP000367,CD000334,Soccer Apparel,apparel,,,soccer,,,,547740,598314.5,648889.0,2,1,stable,18.52,16.76,70.0,25.0,2.0,0.0,0.0,0.0,25.21,Watchlist,funny football shirt for women | funny football shirt,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000368,CD000347,Dad Soccer Gift,gift,dad,,soccer,,,,622746,830700.5,1038655.0,2,1,emerging,15.06,12.22,85.0,25.0,2.0,0.0,0.0,0.0,25.17,Watchlist,soccer dad gift | football dad gift,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000369,CD000331,Camping Decor,decor,,,camping,,halloween,halloween,536820,672331.0,735127.5,8,2,declining,23.29,15.88,30.0,50.0,3.99,0.0,0.0,0.0,24.89,Watchlist,halloween camping decorations | halloween camper decorations | camping halloween decorations | halloween camping decorations | halloween camper decorations | camper halloween decorations | camper halloween decorations | camping halloween decorations,Seasonal opportunity; validate timing before research.
OP000370,CD000353,Boy Gaming Apparel,apparel,boy,,gaming,,,,670125,849598.0,1029071.0,3,1,emerging,14.48,11.48,85.0,25.0,2.52,0.0,0.0,0.0,24.84,Watchlist,gamer hoodie for boys | gaming shirt for boys | gamer shirt for boys,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000371,CD000330,Girl Apparel,apparel,girl,,,,,,534658,648142.0,816471.5,6,2,declining,23.25,15.74,30.0,50.0,3.54,0.0,0.0,0.0,24.8,Watchlist,patriotic shirt for girls | girls patriotic shirt | girls usa shirt | girls american flag shirt | girls patriotic shirt | patriotic shirt for girls,Demand has rank signal but is declining; validate before prioritizing.
OP000372,CD000357,Cat Cat Lover Gift,gift,cat,,,cat,,,680096,844211.0,1008326.0,2,1,emerging,14.45,11.46,85.0,25.0,2.0,0.0,0.0,0.0,24.77,Watchlist,funny gift for cat lovers | funny cat lover gift,"Qualified demand signal; review niche, product gap, and catalog fit."
OP000373,CD000305,Personalized Cat,personalized,cat,,,cat,christmas,christmas,455655,773507.0,1023432.0,7,2,declining,23.01,15.42,30.0,50.0,3.78,0.0,0.0,0.0,24.67,Watchlist,cat stockings christmas personalized | personalized cat ornament for christmas tree | cat stockings christmas personalized | personalized cat christmas ornament | personalized cat ornament for christmas tree | cat christmas stocking personalized | personalized cat christmas ornament,Seasonal opportunity; validate timing before research.
OP000374,CD000326,Pickleball Decor,decor,,,pickleball,,,,513700,699449.0,885198.0,3,2,declining,22.99,15.4,30.0,50.0,2.52,0.0,0.0,0.0,24.53,Watchlist,pickleball party decorations | pickleball party decorations | pickleball decorations,Demand has rank signal but is declining; validate before prioritizing.
OP000375,CD000310,Personalized Dog,personalized,dog,,,dog,christmas,christmas,477264,798794.75,1049729.5,20,2,declining,22.49,14.74,30.0,50.0,5.54,0.0,0.0,0.0,24.5,Watchlist,personalized dog stockings christmas | personalized dog christmas ornament | personalized dog christmas stockings | personalized dog christmas ornament | custom dog stockings christmas | personalized dog stockings christmas | custom dog ornament for christmas tree | christmas stocking for dogs personalized,Seasonal opportunity; validate timing before research.
OP000376,CD000343,Truck Driver Soccer Apparel,apparel,,truck driver,soccer,,,,588898,665466.25,742034.5,2,1,stable,17.24,15.08,70.0,25.0,2.0,0.0,0.0,0.0,24.36,Watchlist,football trucker hat | football trucker hat women,"Qualified demand signal; review niche, product gap, and catalog fit."
